GB_GCA_002502135.1|GB_GCA_005888755.1	0.000000
GB_GCA_002502135.1|GB_GCA_027077325.1	0.550263
GB_GCA_002502135.1|GB_GCA_002687935.1	0.603937
GB_GCA_002502135.1	1.000000
GB_GCA_002495465.1|GB_GCA_002687935.1	0.956988
GB_GCA_002495465.1|GB_GCA_014189675.1	0.982612
GB_GCA_002495465.1	1.000000
GB_GCA_014189675.1	1.000000
GB_GCA_002687935.1	1.000000
GB_GCA_014189685.1|GB_GCA_027077325.1	0.622125
GB_GCA_014189685.1	1.000000
GB_GCA_027077325.1	1.000000
GB_GCA_027038505.1|GB_GCA_005888755.1	0.186537
GB_GCA_027038505.1|GB_GCA_020723935.1	0.216468
GB_GCA_027038505.1|GB_GCA_028715295.1	0.249049
GB_GCA_027038505.1|GB_GCA_002789275.1	0.272333
GB_GCA_027038505.1|GB_GCA_030620695.1	0.313125
GB_GCA_027038505.1|GB_GCA_017610385.1	0.361135
GB_GCA_027038505.1|GB_GCA_030632385.1	0.460003
GB_GCA_027038505.1|GB_GCA_027076285.1	0.536458
GB_GCA_027038505.1|GB_GCA_029258795.1	0.872675
GB_GCA_027038505.1|GB_GCA_015520605.1	0.976882
GB_GCA_027038505.1	1.000000
GB_GCA_015520605.1	1.000000
GB_GCA_029258795.1	1.000000
GB_GCA_015520895.1|GB_GCA_027076285.1	0.787589
GB_GCA_015520895.1|GB_GCA_013153555.1	0.912318
GB_GCA_015520895.1|GB_GCA_026997215.1	0.983185
GB_GCA_015520895.1	1.000000
GB_GCA_026997215.1	1.000000
GB_GCA_013153555.1	1.000000
GB_GCA_027076285.1	1.000000
GB_GCA_019429005.1|GB_GCA_030632385.1	0.517125
GB_GCA_019429005.1|GB_GCA_030631505.1	0.580222
GB_GCA_019429005.1|GB_GCA_030636615.1	0.645937
GB_GCA_019429005.1|GB_GCA_023134675.1	0.688091
GB_GCA_019429005.1	1.000000
GB_GCA_013138765.1|GB_GCA_023134675.1	0.882027
GB_GCA_013138765.1|GB_GCA_019429125.1	0.948030
GB_GCA_013138765.1	1.000000
GB_GCA_030636885.1|GB_GCA_019429125.1	0.965114
GB_GCA_030636885.1|GB_GCA_030671745.1	0.982752
GB_GCA_030636885.1	1.000000
GB_GCA_030671745.1	1.000000
GB_GCA_019429125.1	1.000000
GB_GCA_030594675.1|GB_GCA_023134675.1	0.901535
GB_GCA_030594675.1	1.000000
GB_GCA_013138805.1|GB_GCA_023134675.1	0.980955
GB_GCA_013138805.1	1.000000
GB_GCA_023134675.1	1.000000
GB_GCA_030636615.1	1.000000
GB_GCA_030631505.1	1.000000
GB_GCA_018897155.1|GB_GCA_030632385.1	0.548826
GB_GCA_018897155.1|GB_GCA_013139905.1	0.590730
GB_GCA_018897155.1|GB_GCA_902384675.1	0.913983
GB_GCA_018897155.1	1.000000
GB_GCA_902384675.1	1.000000
GB_GCA_003660865.1|GB_GCA_013139905.1	0.628956
GB_GCA_003660865.1|GB_GCA_023139785.1	0.668844
GB_GCA_003660865.1|GB_GCA_030594795.1	0.876217
GB_GCA_003660865.1|GB_GCA_030634545.1	0.952225
GB_GCA_003660865.1|GB_GCA_030635525.1	0.967763
GB_GCA_003660865.1	1.000000
GB_GCA_017610525.1|GB_GCA_030635525.1	0.975795
GB_GCA_017610525.1	1.000000
GB_GCA_030635525.1	1.000000
GB_GCA_030634545.1	1.000000
GB_GCA_030594795.1	1.000000
GB_GCA_017610545.1|GB_GCA_023139785.1	0.984375
GB_GCA_017610545.1	1.000000
GB_GCA_023139785.1	1.000000
GB_GCA_023142905.1|GB_GCA_013139905.1	0.868529
GB_GCA_023142905.1|GB_GCA_030630425.1	0.969895
GB_GCA_023142905.1|GB_GCA_030594585.1	0.983575
