GB_GCA_024860865.1|GB_GCA_036482035.1	0.000000
GB_GCA_024860865.1	1.000000
GB_GCA_009778275.1|GB_GCA_036482035.1	0.205292
GB_GCA_009778275.1|RS_GCF_000092305.1	0.161601
GB_GCA_009778275.1|GB_GCA_003660555.1	0.138338
GB_GCA_009778275.1|GB_GCA_029932835.1	0.099936
GB_GCA_009778275.1|GB_GCA_027491845.1	0.094064
GB_GCA_009778275.1|GB_GCA_018263395.1	0.162222
GB_GCA_009778275.1|GB_GCA_021162855.1	0.221123
GB_GCA_009778275.1|GB_GCA_002494765.1	0.260509
GB_GCA_009778275.1|GB_GCA_003009755.1	0.296898
GB_GCA_009778275.1|GB_GCA_030630685.1	0.323405
GB_GCA_009778275.1|GB_GCA_041657955.1	0.338873
GB_GCA_009778275.1|GB_GCA_028279645.1	0.355242
GB_GCA_009778275.1|GB_GCA_023265395.1	0.367567
GB_GCA_009778275.1|GB_GCA_030595765.1	0.387824
GB_GCA_009778275.1|GB_GCA_003552585.1	0.404524
GB_GCA_009778275.1|GB_GCA_030672365.1	0.432550
GB_GCA_009778275.1|GB_GCA_024281315.1	0.461394
GB_GCA_009778275.1|GB_GCA_038852105.1	0.481133
GB_GCA_009778275.1|GB_GCA_038881315.1	0.504784
GB_GCA_009778275.1|GB_GCA_035529155.1	0.567848
GB_GCA_009778275.1|GB_GCA_030604065.1	0.620286
GB_GCA_009778275.1|GB_GCA_029982165.1	0.684211
GB_GCA_009778275.1|GB_GCA_028694055.1	0.715207
GB_GCA_009778275.1|GB_GCA_009778265.1	0.770417
GB_GCA_009778275.1|GB_GCA_949292635.1	0.804474
GB_GCA_009778275.1|GB_GCA_012515075.1	0.828991
GB_GCA_009778275.1|GB_GCA_034928305.1	0.847328
GB_GCA_009778275.1|GB_GCA_015063135.1	0.856522
GB_GCA_009778275.1|GB_GCA_002495325.1	0.869794
GB_GCA_009778275.1|GB_GCA_012719315.1	0.883742
GB_GCA_009778275.1|GB_GCA_031288985.1	0.903290
GB_GCA_009778275.1|GB_GCA_023402275.1	0.933278
GB_GCA_009778275.1|GB_GCA_031267895.1	0.942983
GB_GCA_009778275.1|GB_GCA_031271555.1	0.950309
GB_GCA_009778275.1|GB_GCA_009776625.1	0.957397
GB_GCA_009778275.1|GB_GCA_009778575.1	0.963620
GB_GCA_009778275.1|RS_GCF_000800805.1	0.967242
GB_GCA_009778275.1|GB_GCA_029574055.1	0.970660
GB_GCA_009778275.1	1.000000
GB_GCA_029574055.1	1.000000
GB_GCA_031256615.1|RS_GCF_000800805.1	0.973447
GB_GCA_031256615.1|GB_GCA_009786295.1	0.988912
GB_GCA_031256615.1	1.000000
GB_GCA_009786295.1	1.000000
RS_GCF_000800805.1	1.000000
GB_GCA_031283015.1|GB_GCA_009778575.1	0.969790
GB_GCA_031283015.1	1.000000
GB_GCA_009778575.1	1.000000
GB_GCA_031254265.1|GB_GCA_009776625.1	0.963532
GB_GCA_031254265.1|GB_GCA_031274665.1	0.972294
GB_GCA_031254265.1	1.000000
GB_GCA_031274665.1	1.000000
GB_GCA_009777615.1|GB_GCA_009776625.1	0.977794
GB_GCA_009777615.1	1.000000
GB_GCA_009776625.1	1.000000
GB_GCA_031271555.1	1.000000
GB_GCA_031287135.1|GB_GCA_031267895.1	0.962935
GB_GCA_031287135.1	1.000000
GB_GCA_031267895.1	1.000000
GB_GCA_023402275.1	1.000000
GB_GCA_031256955.1|GB_GCA_031288985.1	0.935810
GB_GCA_031256955.1	1.000000
GB_GCA_031290095.1|GB_GCA_031288985.1	0.970123
GB_GCA_031290095.1	1.000000
GB_GCA_031288985.1	1.000000
GB_GCA_963676235.1|GB_GCA_012719315.1	0.898015
GB_GCA_963676235.1|GB_GCA_034006405.1	0.995967
GB_GCA_963676235.1	1.000000
